cluster,gdp_per_capita_current_usd_mean,gdp_per_capita_current_usd_count,gini_index_mean,gini_index_count,under5_mortality_rate_mean,under5_mortality_rate_count,poverty_headcount_3_dollars_pct_mean,poverty_headcount_3_dollars_pct_count,gini_index_mean,gini_index_count
0,21819.955261402898,1504,35.10744680851064,1504,10.774468325863324,1504,2.833377659574468,1504,35.10744680851064,1504
1,1569.3912683467177,329,43.190881458966565,329,68.19235860762599,329,39.49422492401216,329,43.190881458966565,329
